Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,TotalPages,TotalDuration,AveragePageDuration,EngagementScore,Revenue
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,1,2,7,10,Returning_Visitor,False,1,0.0,0.0,0.0,0
0,0.0,0,0.0,16,355.5,0.0,0.014285714,11.13171429,0.0,May,3,2,1,3,New_Visitor,False,16,355.5,22.21875,355.5,1
0,0.0,0,0.0,8,650.25,0.0,0.025,0.0,0.0,Nov,6,2,1,3,Returning_Visitor,False,8,650.25,81.28125,650.25,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,May,3,2,1,2,Returning_Visitor,False,1,0.0,0.0,0.0,0
6,148.8,4,81.33333333,29,1715.687897,0.010909091,0.027138047,0.0,0.0,Mar,2,2,9,1,Returning_Visitor,False,39,1945.8212303300002,49.892852059743596,1945.8212303300002,0
1,145.5,0,0.0,26,1258.791667,0.019230769,0.018589744,0.0,0.0,Nov,1,1,9,2,Returning_Visitor,False,27,1404.291667,52.01080248148148,1404.291667,0
0,0.0,0,0.0,2,29.2,0.0,0.05,0.0,0.0,Jul,1,1,4,3,Returning_Visitor,False,2,29.2,14.6,29.2,0
0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,Mar,2,2,9,1,Returning_Visitor,False,2,5.0,2.5,5.0,0
0,0.0,0,0.0,17,1356.0,0.0,0.035294118,0.0,0.6,May,4,1,3,3,Returning_Visitor,False,17,1356.0,79.76470588235294,1356.0,0
0,0.0,0,0.0,31,516.4761905,0.006896552,0.018965517,0.0,0.0,May,3,2,3,13,Returning_Visitor,True,31,516.4761905,16.66052227419355,516.4761905,0
0,0.0,0,0.0,14,433.8333333,0.039285714,0.092857143,0.0,0.0,May,2,4,2,4,Returning_Visitor,True,14,433.8333333,30.988095235714287,433.8333333,0
0,0.0,0,0.0,8,198.9,0.0875,0.116666667,0.0,0.0,Jul,1,1,1,3,Returning_Visitor,False,8,198.9,24.8625,198.9,0
2,9.0,0,0.0,26,623.0266667,0.0,0.009047619,36.0824516,0.0,Nov,2,2,4,20,Returning_Visitor,False,28,632.0266667,22.57238095357143,632.0266667,0
5,112.1666667,0,0.0,60,1883.866667,0.017460317,0.042436975,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,65,1996.0333337,30.708205133846153,1996.0333337,0
5,376.8,3,105.6666667,6,441.4666667,0.0,0.003333333,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,14,923.9333334,65.99523810000001,923.9333334000002,0
5,504.0,0,0.0,13,922.0833333,0.023529412,0.023529412,0.0,0.0,Mar,3,2,8,2,Returning_Visitor,False,18,1426.0833333,79.22685185,1426.0833333,0
7,989.9,0,0.0,27,1474.233333,0.013333333,0.025634921,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,34,2464.1333329999998,72.47450979411764,2464.1333329999998,0
2,118.9,0,0.0,30,1216.726667,0.0,0.008602151,26.13036122,0.0,Nov,4,2,6,2,New_Visitor,True,32,1335.626667,41.73833334375,1335.626667,1
3,99.0,0,0.0,23,831.6904762,0.004166667,0.019444444,0.0,0.0,May,3,2,4,13,Returning_Visitor,False,26,930.6904762,35.795787546153846,930.6904762,0
10,720.5,2,88.725,220,10580.34479,0.004767742,0.022140924,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,232,11389.56979,49.09297323275862,11389.56979,0
0,0.0,0,0.0,24,743.75,0.0,0.016666667,0.0,0.0,Dec,2,2,2,2,New_Visitor,True,24,743.75,30.989583333333332,743.75,0
4,146.0,0,0.0,14,879.5,0.0,0.0125,0.0,0.0,Dec,2,5,4,2,New_Visitor,True,18,1025.5,56.97222222222222,1025.5,0
0,0.0,0,0.0,9,980.5666667,0.0,0.011111111,78.56959864,0.0,Sep,2,2,5,2,New_Visitor,False,9,980.5666667,108.95185185555556,980.5666667,1
3,35.2,0,0.0,44,1535.666667,0.012765957,0.014184397,17.21022568,0.0,Jul,1,1,1,3,Returning_Visitor,False,47,1570.866667,33.422695042553194,1570.866667,0
0,0.0,0,0.0,1,13.0,0.0,0.1,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,1,13.0,13.0,13.0,0
5,710.3333333,0,0.0,23,7533.272727,0.0,0.007407407,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,28,8243.6060603,294.41450215357145,8243.6060603,0
3,168.75,0,0.0,36,1262.833333,0.0,0.004054054,20.39448649,0.0,May,2,2,3,4,Returning_Visitor,True,39,1431.583333,36.70726494871795,1431.583333,1
5,335.8,0,0.0,20,910.41,0.0,0.003333333,0.0,0.0,Nov,2,2,4,2,New_Visitor,True,25,1246.21,49.8484,1246.21,0
3,29.75,0,0.0,12,398.9803922,0.0,0.005555556,50.51764193,0.0,Nov,2,2,2,2,New_Visitor,False,15,428.7303922,28.582026146666667,428.7303922,1
0,0.0,0,0.0,3,132.4,0.0,0.033333333,0.0,0.0,June,3,2,1,1,Returning_Visitor,False,3,132.4,44.13333333333333,132.4,0
7,139.5,0,0.0,30,1448.752381,0.006060606,0.012878788,0.0,0.0,Mar,1,2,3,2,New_Visitor,False,37,1588.252381,42.925740027027025,1588.252381,0
0,0.0,1,8.0,36,1093.154762,0.0,0.001428571,0.0,0.0,May,1,1,6,4,Returning_Visitor,False,37,1101.154762,29.76093951351351,1101.154762,0
0,0.0,0,0.0,27,1544.533333,0.048148148,0.080246914,0.0,0.0,June,1,1,3,3,Returning_Visitor,False,27,1544.533333,57.204938259259265,1544.533333,0
3,86.6,0,0.0,35,596.0333333,0.0,0.005263158,0.0,0.0,Oct,2,5,1,2,New_Visitor,False,38,682.6333333,17.964035086842106,682.6333333,0
4,131.4,0,0.0,4,199.4,0.0,0.025,0.0,0.0,Aug,2,6,3,5,New_Visitor,False,8,330.8,41.35,330.8,0
0,0.0,0,0.0,3,22.0,0.0,0.066666667,0.0,0.6,Feb,1,1,3,2,Returning_Visitor,False,3,22.0,7.333333333333333,22.0,0
9,546.0,0,0.0,28,1561.083333,0.01,0.03,3.810575284,0.0,Mar,2,2,7,10,Returning_Visitor,False,37,2107.083333,56.94819818918919,2107.083333,1
5,55.5,0,0.0,4,24.5,0.022222222,0.037037037,0.0,1.0,May,3,2,6,3,Returning_Visitor,True,9,80.0,8.88888888888889,80.0,0
0,0.0,0,0.0,24,348.0333333,0.077777778,0.111111111,0.0,0.0,Oct,1,1,1,3,Returning_Visitor,False,24,348.0333333,14.5013888875,348.0333333,0
1,16.0,0,0.0,77,3586.833333,0.0,0.012575758,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,78,3602.833333,46.190170935897434,3602.833333,0
2,46.3,0,0.0,2,48.4,0.0,0.05,0.0,0.0,Oct,1,1,1,3,Returning_Visitor,False,4,94.69999999999999,23.674999999999997,94.69999999999999,0
13,913.5222222,3,141.88,29,1293.652222,0.002631579,0.020570175,1.483746347,0.0,Aug,2,2,4,2,Returning_Visitor,True,45,2349.0544442,52.20120987111111,2349.0544442,0
2,61.16666667,0,0.0,47,901.25,0.008333333,0.025,32.799375,0.0,May,2,4,6,4,Returning_Visitor,False,49,962.41666667,19.64115646265306,962.41666667,1
3,326.0,0,0.0,19,364.5333333,0.0,0.027,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,22,690.5333333,31.387878786363636,690.5333333,0
5,248.8,4,116.0,26,595.3416667,0.026728111,0.023763441,10.17002765,0.2,May,3,2,1,4,Returning_Visitor,False,35,960.1416667000001,27.432619048571432,960.1416667000001,0
0,0.0,0,0.0,6,177.5,0.033333333,0.044444444,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,6,177.5,29.583333333333332,177.5,0
3,99.0,0,0.0,37,2419.133333,0.007894737,0.023245614,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,40,2518.133333,62.953333325,2518.133333,0
8,123.0,0,0.0,8,95.0,0.009090909,0.027272727,0.0,0.4,May,1,1,5,2,New_Visitor,False,16,218.0,13.625,218.0,0
0,0.0,0,0.0,13,334.9666667,0.0,0.007692308,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,True,13,334.9666667,25.76666666923077,334.9666667,0
1,4.0,0,0.0,37,1828.375,0.0,0.013888889,8.258088766,0.0,Nov,4,1,2,3,Returning_Visitor,False,38,1832.375,48.2203947368421,1832.375,1
5,106.0,0,0.0,111,8684.983333,0.002678571,0.019613095,3.696136038,0.0,Dec,2,2,3,1,Returning_Visitor,False,116,8790.983333,75.78433907758621,8790.983333,0
0,0.0,0,0.0,31,1625.583333,0.0,0.009677419,0.0,0.0,Dec,4,2,1,8,New_Visitor,False,31,1625.583333,52.438172032258066,1625.583333,0
4,40.2,1,0.0,12,2339.207143,0.011111111,0.036944444,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,17,2379.407143,139.96512605882353,2379.407143,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,1,0.0,0.0,0.0,0
4,60.2,0,0.0,8,132.8,0.0,0.009090909,0.0,0.0,Oct,1,1,1,2,Returning_Visitor,False,12,193.0,16.083333333333332,193.0,0
9,309.0,0,0.0,25,383.0833333,0.018181818,0.037575758,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,34,692.0833333,20.355392155882356,692.0833333,0
0,0.0,1,11.0,54,1299.196667,0.003636364,0.022545455,0.0,0.0,Sep,1,1,3,2,Returning_Visitor,True,55,1310.196667,23.82175758181818,1310.196667,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,1,0.0,0.0,0.0,0
1,0.0,0,0.0,106,4568.338675,0.003647799,0.013529215,0.0,0.0,Nov,1,1,2,10,Returning_Visitor,False,107,4568.338675,42.69475397196262,4568.338675,1
3,250.8,2,270.6,20,1424.4,0.0,0.0,31.72080812,0.0,Nov,2,2,5,5,New_Visitor,False,25,1945.8000000000002,77.83200000000001,1945.8000000000002,1
2,16.0,0,0.0,16,381.6865079,0.011764706,0.046568627,0.0,0.6,Feb,2,4,2,1,Returning_Visitor,False,18,397.6865079,22.09369488333333,397.6865079,0
1,14.0,0,0.0,46,1380.166667,0.0,0.01037037,0.0,0.0,Mar,4,1,1,1,Returning_Visitor,False,47,1394.166667,29.663120574468085,1394.166667,0
0,0.0,0,0.0,20,616.5,0.0,0.01,0.0,0.0,Nov,3,3,1,3,New_Visitor,False,20,616.5,30.825,616.5,0
3,32.5,0,0.0,24,603.25,0.0,0.014666667,14.57483754,0.0,Nov,4,2,1,3,Returning_Visitor,False,27,635.75,23.546296296296298,635.75,0
3,14.0,0,0.0,3,18.0,0.0,0.04,0.0,0.0,Dec,2,4,3,8,Other,False,6,32.0,5.333333333333333,32.0,0
0,0.0,0,0.0,1,104.0,0.0,0.1,0.0,0.0,Dec,2,6,4,1,Returning_Visitor,False,1,104.0,104.0,104.0,0
0,0.0,3,57.0,31,4547.166667,0.012903226,0.039247312,8.682741935,0.0,Mar,2,4,5,2,Returning_Visitor,False,34,4604.166667,135.4166666764706,4604.166667,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Aug,3,2,1,13,Returning_Visitor,False,1,0.0,0.0,0.0,0
7,86.27777778,2,21.0,80,2170.286706,0.003571429,0.021527778,25.76598645,0.0,Nov,3,2,1,10,Returning_Visitor,True,89,2277.56448378,25.59061217730337,2277.56448378,1
0,0.0,0,0.0,39,905.6,0.012820513,0.021245421,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,39,905.6,23.22051282051282,905.6,0
2,53.0,0,0.0,23,1668.285119,0.008333333,0.016312636,0.0,0.0,Feb,1,1,9,3,Returning_Visitor,False,25,1721.285119,68.85140476,1721.285119,0
0,0.0,0,0.0,80,1987.533333,0.035,0.06514881,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,80,1987.533333,24.8441666625,1987.533333,0
0,0.0,0,0.0,38,667.1666667,0.0,0.005263158,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,True,38,667.1666667,17.55701754473684,667.1666667,0
0,0.0,0,0.0,74,2763.25,0.005405405,0.021288981,27.74177162,0.0,May,2,5,3,6,Returning_Visitor,False,74,2763.25,37.34121621621622,2763.25,0
8,196.55,0,0.0,27,422.5333333,0.0,0.009195402,0.0,0.0,Sep,2,4,1,2,Returning_Visitor,False,35,619.0833333,17.688095237142857,619.0833333,0
0,0.0,0,0.0,48,755.175,0.000472813,0.026312057,13.18501,0.0,Dec,2,2,4,10,Returning_Visitor,False,48,755.175,15.7328125,755.175,1
3,48.0,0,0.0,10,129.5,0.0,0.018181818,0.0,0.0,May,2,5,9,4,Returning_Visitor,False,13,177.5,13.653846153846153,177.5,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,False,2,0.0,0.0,0.0,0
0,0.0,0,0.0,7,126.0,0.028571429,0.057142857,0.0,0.0,Mar,2,5,2,10,Returning_Visitor,False,7,126.0,18.0,126.0,0
2,125.0,0,0.0,7,49.0,0.025,0.075,0.0,0.0,May,1,1,8,1,Returning_Visitor,False,9,174.0,19.333333333333332,174.0,0
0,0.0,0,0.0,17,701.8032468,0.0,0.011111111,61.07207396,0.0,Nov,2,2,5,6,New_Visitor,False,17,701.8032468,41.282543929411766,701.8032468,1
3,33.46666667,0,0.0,113,1576.252222,0.003508772,0.009314954,40.08238165,0.0,June,2,2,7,3,Returning_Visitor,False,116,1609.71888867,13.876886971293104,1609.71888867,0
1,4.0,0,0.0,32,673.125,0.006451613,0.010056926,17.05922581,0.8,May,2,2,3,4,Returning_Visitor,False,33,677.125,20.518939393939394,677.125,1
7,302.9,0,0.0,42,651.665,0.028787879,0.060270563,0.0,0.0,Aug,1,1,1,3,Returning_Visitor,True,49,954.5649999999999,19.480918367346938,954.5649999999999,0
0,0.0,1,14.75,30,2445.066667,0.033333333,0.026888889,0.0,0.0,Dec,3,2,3,3,Returning_Visitor,False,31,2459.816667,79.34892474193549,2459.816667,0
0,0.0,0,0.0,2,157.0,0.0,0.05,0.0,0.0,May,1,1,6,3,Returning_Visitor,False,2,157.0,78.5,157.0,0
2,14.0,0,0.0,49,789.9583333,0.004166667,0.015097222,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,False,51,803.9583333,15.763888888235295,803.9583333,0
6,86.2,0,0.0,49,3003.419048,0.010526316,0.015711501,4.376915789,0.4,May,1,1,4,4,Returning_Visitor,False,55,3089.619048,56.17489178181818,3089.619048,0
1,310.0,3,407.0,176,7767.32556,0.006045198,0.019212627,8.845689534,0.0,Nov,2,2,2,1,Returning_Visitor,True,180,8484.325560000001,47.13514200000001,8484.325560000001,0
0,0.0,0,0.0,10,146.9166667,0.06,0.085,0.0,0.0,Nov,3,2,4,13,Returning_Visitor,True,10,146.9166667,14.69166667,146.9166667,0
10,253.9,7,218.0,91,2869.788095,0.002,0.005452381,0.0,0.0,May,3,2,3,4,Returning_Visitor,False,108,3341.688095,30.941556435185184,3341.688095,0
0,0.0,0,0.0,15,1639.5,0.025,0.06875,0.0,0.8,May,2,2,1,13,Returning_Visitor,False,15,1639.5,109.3,1639.5,0
0,0.0,5,53.83333333,2,31.16666667,0.0,0.033333333,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,7,85.0,12.142857142857142,85.0,0
0,0.0,0,0.0,20,2065.15,0.005,0.034444444,0.0,0.8,May,1,1,1,3,Returning_Visitor,False,20,2065.15,103.25750000000001,2065.15,0
2,13.0,0,0.0,3,200.0,0.0,0.05,0.0,0.0,Dec,2,2,1,8,New_Visitor,False,5,213.0,42.6,213.0,0
4,75.1,0,0.0,7,102.7,0.0,0.011111111,0.0,0.0,Sep,2,4,6,2,Returning_Visitor,False,11,177.8,16.163636363636364,177.8,1
1,4.0,2,102.0,31,624.5833333,0.016216216,0.031531532,8.708324324,0.0,Mar,2,2,3,13,Returning_Visitor,True,34,730.5833333,21.487745097058824,730.5833333,0
2,75.0,0,0.0,14,851.0,0.0,0.014285714,22.88908649,0.0,Mar,1,1,1,2,New_Visitor,True,16,926.0,57.875,926.0,1
10,1455.35,0,0.0,66,1646.612195,0.007142857,0.029065112,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,76,3101.962195,40.81529203947368,3101.962195,0
0,0.0,0,0.0,47,1204.664683,0.0,0.015,0.0,0.0,Dec,2,4,1,2,Returning_Visitor,True,47,1204.664683,25.631163468085106,1204.664683,0
1,6.0,0,0.0,15,500.0,0.026666667,0.073333333,19.996,0.0,Mar,2,2,3,1,Returning_Visitor,False,16,506.0,31.625,506.0,1
5,246.25,1,9.0,14,548.25,0.022222222,0.05,0.0,0.0,May,1,1,2,2,Returning_Visitor,True,20,803.5,40.175,803.5,0
0,0.0,0,0.0,2,40.0,0.0,0.1,0.0,0.0,May,3,2,3,4,Returning_Visitor,False,2,40.0,20.0,40.0,0
0,0.0,0,0.0,22,892.0,0.0,0.00952381,10.51809524,0.0,May,2,2,7,4,Returning_Visitor,True,22,892.0,40.54545454545455,892.0,1
3,201.15,0,0.0,17,506.1833333,0.0,0.001666667,0.0,0.0,Dec,1,8,3,11,New_Visitor,False,20,707.3333333,35.366666665000004,707.3333333,0
0,0.0,0,0.0,32,749.25,0.0,0.00625,0.0,0.0,Dec,2,2,3,8,New_Visitor,False,32,749.25,23.4140625,749.25,0
0,0.0,0,0.0,11,332.125,0.036363636,0.090909091,0.0,0.0,Nov,2,2,6,3,Returning_Visitor,False,11,332.125,30.193181818181817,332.125,0
0,0.0,0,0.0,5,210.0,0.16,0.173333333,0.0,0.4,May,1,1,1,3,Returning_Visitor,False,5,210.0,42.0,210.0,0
0,0.0,0,0.0,3,896.5,0.0,0.033333333,0.0,0.0,Dec,2,2,3,3,Returning_Visitor,False,3,896.5,298.8333333333333,896.5,0
0,0.0,0,0.0,5,109.8,0.12,0.16,0.0,0.0,Aug,1,1,4,3,Returning_Visitor,False,5,109.8,21.96,109.80000000000001,0
2,20.0,3,402.0,85,3881.79359,0.00453159,0.039115224,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,90,4303.79359,47.81992877777778,4303.79359,0
0,0.0,0,0.0,8,83.0,0.057142857,0.095238095,0.0,0.0,Mar,1,2,2,1,Returning_Visitor,False,8,83.0,10.375,83.0,0
2,287.5,2,12.5,9,979.0,0.01025641,0.041025641,0.0,0.0,Oct,1,1,4,3,Returning_Visitor,False,13,1279.0,98.38461538461539,1279.0,0
0,0.0,0,0.0,5,219.0,0.0,0.04,0.0,0.0,Nov,1,8,7,6,Returning_Visitor,False,5,219.0,43.8,219.0,0
2,20.0,0,0.0,15,1839.25,0.0,0.004444444,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,False,17,1859.25,109.36764705882354,1859.25,0
1,13.0,0,0.0,15,317.0,0.0,0.006666667,0.0,0.0,Mar,2,2,1,2,New_Visitor,True,16,330.0,20.625,330.0,0
3,49.4,2,9.0,18,330.5333333,0.0,0.009090909,0.0,0.0,Sep,2,2,8,4,New_Visitor,True,23,388.93333329999996,16.910144926086954,388.93333329999996,0
7,155.9,0,0.0,25,1400.958333,0.0,0.029012346,14.11909834,0.0,Dec,2,4,7,1,Returning_Visitor,False,32,1556.8583330000001,48.651822906250004,1556.8583330000001,0
0,0.0,0,0.0,9,532.0,0.0,0.066666667,0.0,0.0,Oct,2,2,3,4,Returning_Visitor,False,9,532.0,59.111111111111114,532.0,0
1,4.0,0,0.0,43,1418.5,0.0,0.018181818,0.0,0.0,Mar,4,1,2,3,Returning_Visitor,True,44,1422.5,32.32954545454545,1422.5,0
2,55.5,0,0.0,2,26.0,0.0,0.06,0.0,0.0,Dec,1,2,9,3,Returning_Visitor,True,4,81.5,20.375,81.5,1
1,34.5,0,0.0,24,819.15,0.0,0.001449275,0.0,0.0,Dec,1,1,2,2,Returning_Visitor,False,25,853.65,34.146,853.65,0
0,0.0,0,0.0,6,203.0,0.1,0.108333333,0.0,0.0,May,1,1,3,4,Returning_Visitor,False,6,203.0,33.833333333333336,203.0,0
6,446.2380952,3,94.0,23,866.7071429,0.007142857,0.020522573,6.786958937,0.0,Nov,3,2,1,2,Returning_Visitor,True,32,1406.9452381,43.967038690625,1406.9452381,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,1,1,4,1,Returning_Visitor,True,1,0.0,0.0,0.0,0
0,0.0,3,146.0,23,1249.216667,0.015384615,0.029102564,15.33867021,0.0,Aug,3,2,3,4,Returning_Visitor,False,26,1395.216667,53.66217949999999,1395.216667,0
0,0.0,0,0.0,42,2239.363889,0.02,0.035454545,0.0,0.0,Dec,3,2,7,2,Returning_Visitor,False,42,2239.363889,53.31818783333334,2239.363889,0
0,0.0,0,0.0,9,183.3333333,0.0,0.022222222,0.0,0.0,Dec,2,10,4,1,Returning_Visitor,False,9,183.3333333,20.370370366666666,183.3333333,0
0,0.0,1,27.0,20,566.5,0.004761905,0.023809524,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,21,593.5,28.261904761904763,593.5,0
3,150.0,0,0.0,42,1722.5,0.0,0.01037037,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,45,1872.5,41.611111111111114,1872.5000000000002,0
1,24.5,0,0.0,46,1525.666667,0.0,0.006382979,107.2170213,0.0,May,2,2,2,4,Returning_Visitor,False,47,1550.166667,32.9822695106383,1550.166667,1
0,0.0,0,0.0,4,145.2,0.0,0.025,0.0,0.0,Aug,2,4,7,2,Returning_Visitor,False,4,145.2,36.3,145.2,0
2,38.0,0,0.0,14,643.0,0.0,0.013333333,35.0928,0.0,Mar,2,2,5,1,Returning_Visitor,False,16,681.0,42.5625,681.0,1
1,22.2,0,0.0,34,781.8,0.017142857,0.028571429,0.0,0.0,Oct,2,2,6,1,Returning_Visitor,True,35,804.0,22.97142857142857,804.0,0
1,11.0,0,0.0,11,183.5,0.0,0.018181818,0.0,0.0,May,2,2,1,4,New_Visitor,True,12,194.5,16.208333333333332,194.5,0
2,38.0,0,0.0,3,33.33333333,0.0,0.030555556,0.0,0.0,Nov,2,2,8,10,Returning_Visitor,False,5,71.33333333,14.266666666,71.33333333,1
0,0.0,0,0.0,8,70.66666667,0.025,0.05,0.0,0.0,Mar,2,2,9,10,Returning_Visitor,False,8,70.66666667,8.83333333375,70.66666667,0
0,0.0,0,0.0,7,914.5,0.0,0.028571429,0.0,0.0,Nov,2,2,2,1,Returning_Visitor,False,7,914.5,130.64285714285714,914.5,0
3,60.83333333,0,0.0,18,884.6333333,0.021052632,0.041140351,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,21,945.46666663,45.02222222047619,945.46666663,0
0,0.0,0,0.0,34,538.48,0.0,0.005882353,5.860439769,0.0,Sep,2,2,7,2,Returning_Visitor,False,34,538.48,15.83764705882353,538.48,1
0,0.0,0,0.0,38,2232.833333,0.0,0.026315789,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,True,38,2232.833333,58.758771921052634,2232.833333,1
3,173.8,2,124.8,7,411.6,0.0,0.017272727,0.0,0.0,Aug,1,1,1,4,Returning_Visitor,True,12,710.2,59.18333333333334,710.2,0
2,15.0,0,0.0,38,1880.966667,0.003703704,0.023809524,12.59766667,0.0,May,4,1,1,4,Returning_Visitor,True,40,1895.966667,47.399166675,1895.966667,1
1,66.4,0,0.0,39,606.3666667,0.015789474,0.026754386,0.0,0.0,Jul,2,2,1,4,Returning_Visitor,False,40,672.7666667,16.8191666675,672.7666667,0
5,43.4,0,0.0,32,3121.555556,0.009259259,0.036759259,26.5455,0.0,May,2,4,4,2,Returning_Visitor,False,37,3164.955556,85.53933935135134,3164.955556,0
0,0.0,0,0.0,7,244.25,0.0,0.028571429,0.0,0.0,Dec,2,2,1,13,Returning_Visitor,False,7,244.25,34.892857142857146,244.25000000000003,0
0,0.0,0,0.0,7,1260.666667,0.057142857,0.107142857,0.0,0.8,May,2,4,5,6,Returning_Visitor,False,7,1260.666667,180.09523814285714,1260.666667,0
0,0.0,0,0.0,6,4.0,0.142857143,0.157142857,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,6,4.0,0.6666666666666666,4.0,0
0,0.0,0,0.0,9,0.0,0.2,0.2,0.0,0.8,May,2,2,4,13,Returning_Visitor,False,9,0.0,0.0,0.0,0
1,78.6,0,0.0,5,744.8,0.0,0.0,0.0,0.0,Sep,2,2,1,4,New_Visitor,False,6,823.4,137.23333333333332,823.3999999999999,0
6,449.25,0,0.0,29,778.3583333,0.013793103,0.024137931,0.0,0.0,May,3,2,5,3,Returning_Visitor,True,35,1227.6083333000001,35.074523808571435,1227.6083333000001,0
8,186.5,0,0.0,57,1925.102381,0.005,0.0175,23.4154,0.0,May,2,2,3,6,Returning_Visitor,False,65,2111.6023809999997,32.48619047692307,2111.6023809999997,0
6,122.8,0,0.0,7,175.4,0.0,0.018181818,0.0,0.0,Nov,2,5,5,2,New_Visitor,False,13,298.2,22.93846153846154,298.2,0
0,0.0,2,386.0,36,1609.939744,0.0,0.009323308,12.50325678,0.0,Nov,2,2,3,3,Returning_Visitor,False,38,1995.939744,52.52473010526316,1995.939744,1
0,0.0,0,0.0,8,163.5,0.1,0.125,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,False,8,163.5,20.4375,163.5,0
0,0.0,0,0.0,15,281.7380952,0.0,0.001923077,57.82473775,0.0,Nov,2,4,1,2,New_Visitor,False,15,281.7380952,18.78253968,281.7380952,1
5,69.33333333,1,0.0,5,142.0,0.0,0.022222222,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,11,211.33333333000002,19.212121211818182,211.33333333000002,0
7,58.41666667,0,0.0,22,1043.583333,0.014285714,0.048809524,0.0,0.0,Nov,2,2,3,2,New_Visitor,False,29,1101.99999967,37.999999988620694,1101.99999967,0
0,0.0,0,0.0,31,2767.625,0.0,0.006896552,52.67778465,0.0,Nov,8,13,9,20,Other,False,31,2767.625,89.27822580645162,2767.625,1
4,120.9,0,0.0,7,534.0,0.0,0.02962963,0.0,0.0,Aug,2,2,7,2,Returning_Visitor,False,11,654.9,59.53636363636363,654.9,0
0,0.0,0,0.0,2,63.0,0.0,0.05,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,2,63.0,31.5,63.0,0
7,74.0,3,31.0,13,292.0,0.0,0.0125,0.0,0.0,May,1,1,3,5,New_Visitor,True,23,397.0,17.26086956521739,397.0,0
7,250.3333333,0,0.0,7,180.3333333,0.0,0.02,0.0,0.0,Mar,2,2,1,2,New_Visitor,True,14,430.6666666,30.761904757142855,430.6666666,0
0,0.0,0,0.0,87,1197.700198,0.0,0.002352941,38.00063931,0.0,Nov,2,2,1,2,New_Visitor,False,87,1197.700198,13.766668942528735,1197.700198,1
0,0.0,0,0.0,6,387.0,0.133333333,0.166666667,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,6,387.0,64.5,387.0,0
7,186.9761905,2,40.0,35,1276.157071,0.0,0.008681765,0.0,0.0,Mar,1,1,6,2,Returning_Visitor,False,44,1503.1332615000001,34.162119579545454,1503.1332615,0
0,0.0,0,0.0,50,998.9545455,0.0076,0.025933333,0.0,0.8,May,2,2,3,2,Returning_Visitor,False,50,998.9545455,19.97909091,998.9545455,0
2,14.0,2,10.0,17,713.3333333,0.0,0.011111111,0.0,0.0,May,1,1,1,5,New_Visitor,False,21,737.3333333,35.11111110952381,737.3333333,0
3,36.2,0,0.0,2,4.0,0.0,0.04,27.79373861,0.0,Oct,2,2,6,2,New_Visitor,True,5,40.2,8.040000000000001,40.2,0
